complexity,loss,equation,score,sympy_format,lambda_format
27,0.02753,((x4 - x5) - ((x0 - x2) * 0.1447)) / ((x1 * -0.1449) + 1.461),0.05580543860301594,(x4 - x5 - 0.1447*(x0 - x2))/(1.461 + x1*(-0.1449)),PySRFunction(X=>(x4 - x5 - 0.1447*(x0 - x2))/(1.461 + x1*(-0.1449)))
28,0.02623,((x4 - x5) - ((x0 * 0.09973) * exp(x4))) / (1.466 - (x1 * 0.1389)),0.04837252527573355,(-0.09973*x0*exp(x4) + x4 - x5)/(1.466 - 0.1389*x1),PySRFunction(X=>(-0.09973*x0*exp(x4) + x4 - x5)/(1.466 - 0.1389*x1))
29,0.02504,((x4 - x5) / (1.467 - (x1 * 0.136))) - ((x0 + (x4 * x0)) * 0.105),0.04642924764688449,-0.105*(x0*x4 + x0) + (x4 - x5)/(1.467 - 0.136*x1),PySRFunction(X=>-0.105*(x0*x4 + x0) + (x4 - x5)/(1.467 - 0.136*x1))
30,0.02496,((x4 - x5) / (1.457 - (x1 * 0.1389))) - ((x0 + (x0 * x4)) * exp(-2.27)),0.0032000027306709027,-(x0*x4 + x0)*exp(-2.27) + (x4 - x5)/(1.457 - 0.1389*x1),PySRFunction(X=>-(x0*x4 + x0)*exp(-2.27) + (x4 - x5)/(1.457 - 0.1389*x1))
31,0.02106,((x4 - x5) / (1.461 - (x1 * 0.1412))) - (((x4 * x0) + (x0 - x2)) * 0.09174),0.16989903679539747,-0.09174*(x0*x4 + x0 - x2) + (x4 - x5)/(1.461 - 0.1412*x1),PySRFunction(X=>-0.09174*(x0*x4 + x0 - x2) + (x4 - x5)/(1.461 - 0.1412*x1))
36,0.01921,((x4 - x5) / (1.455 - (x1 * 0.1433))) - ((x0 - x2) * (exp(-2.324) - (-0.0611 * x4))),0.0183889059850728,-(x0 - x2)*(-(-1)*0.0611*x4 + exp(-2.324)) + (x4 - x5)/(1.455 - 0.1433*x1),PySRFunction(X=>-(x0 - x2)*(-(-1)*0.0611*x4 + exp(-2.324)) + (x4 - x5)/(1.455 - 0.1433*x1))
37,0.01909,((x4 - (x5 * 0.925)) / (1.416 - (x1 * 0.135))) - (((x4 * x0) + (x0 - x2)) * 0.0909),0.006266339042809091,-0.0909*(x0*x4 + x0 - x2) + (x4 - 0.925*x5)/(1.416 - 0.135*x1),PySRFunction(X=>-0.0909*(x0*x4 + x0 - x2) + (x4 - 0.925*x5)/(1.416 - 0.135*x1))
41,0.01735,((x4 - (x5 * 0.913)) / (1.4 - (x1 * 0.1382))) + (((x2 - x0) * (x4 - -1.122)) * 0.0775),0.023893032836197002,(-x0 + x2)*(x4 - 1*(-1.122))*0.0775 + (x4 - 0.913*x5)/(1.4 - 0.1382*x1),PySRFunction(X=>(-x0 + x2)*(x4 - 1*(-1.122))*0.0775 + (x4 - 0.913*x5)/(1.4 - 0.1382*x1))
47,0.01694,(((x4 * 2.229) - (x5 * 2.027)) / (3.094 - (x1 * 0.2932))) + (((x2 - x0) * (x4 - -1.456)) * 0.0661),0.003985802861493325,(-x0 + x2)*(x4 - 1*(-1.456))*0.0661 + (x4*2.229 - 2.027*x5)/(3.094 - 0.2932*x1),PySRFunction(X=>(-x0 + x2)*(x4 - 1*(-1.456))*0.0661 + (x4*2.229 - 2.027*x5)/(3.094 - 0.2932*x1))
51,0.01657,(((x2 - x0) * 0.0402) * ((x4 - -1.84) + (x4 + x5))) + (((x4 * 2.053) - (x5 * 1.876)) / (2.873 - (x1 * 0.2717))),0.005520964446359175,(-x0 + x2)*0.0402*(x4 + x4 + x5 - 1*(-1.84)) + (x4*2.053 - 1.876*x5)/(2.873 - 0.2717*x1),PySRFunction(X=>(-x0 + x2)*0.0402*(x4 + x4 + x5 - 1*(-1.84)) + (x4*2.053 - 1.876*x5)/(2.873 - 0.2717*x1))
55,0.01585,(((x4 * 0.719) - (x5 * 0.6455)) / (2.902 ^ (x1 * -0.0969))) + (((x2 - x0) * 0.04678) * ((x5 + 0.6143) + (x4 - -1.412))),0.011106082778795497,(-x0 + x2)*0.04678*(x4 + x5 + 0.6143 - 1*(-1.412)) + (x4*0.719 - 0.6455*x5)/(2.902**(x1*(-0.0969))),PySRFunction(X=>(-x0 + x2)*0.04678*(x4 + x5 + 0.6143 - 1*(-1.412)) + (x4*0.719 - 0.6455*x5)/(2.902**(x1*(-0.0969))))
