x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals
70.929,70.9785,0.0509,70.9785,0.9705807114005693,0.9210807114005746,0.05094417033504217,0.05099814983140638,70.9276,0.9196807114005694,0.8701807114005746,4.4170335042170716e-05,9.814983140638e-05
4.0705,4.1201,-1.7553,4.1201,-0.8009662370431941,-0.850566237043194,-1.7552519205928792,-1.7551959073112344,5.8754,0.9543337629568059,0.9047337629568061,4.807940712092673e-05,0.0001040926887656557
50.1286,50.1781,-1.126,50.1781,-0.1364554010154874,-0.18595540101548927,-1.1259913049590153,-1.1259332226108876,51.3041,0.9895445989845125,0.9400445989845106,8.695040984552094e-06,6.677738911231579e-05
78.6548,78.7044,-0.8581,78.7044,-0.11473045656104902,-0.16433045656106132,-0.8581264735450533,-0.8580828387602182,79.5625,0.7433695434389509,0.6937695434389386,2.6473545053362635e-05,1.716123978179329e-05
95.7904,95.8399,0.3324,95.8399,0.9996030846175942,0.9501030846175994,0.33237056430375955,0.3324097285537605,95.5075,0.6672030846175943,0.6177030846175995,2.943569624042075e-05,9.728553760524061e-06
69.6413,69.6908,0.4078,69.6908,0.5023043163747736,0.4528043163747788,0.4078077109786169,0.4078132576037668,69.283,0.09450431637477358,0.04500431637477881,7.71097861690384e-06,1.3257603766803072e-05
11.6973,11.7469,-1.0018,11.7469,-0.763729314480483,-0.8133293144804828,-1.001837111860116,-1.0018231357528073,12.7487,0.23807068551951704,0.18847068551951718,3.711186011590151e-05,2.313575280732394e-05
99.6533,99.7029,-0.149,99.7029,-0.7692489768176736,-0.8188489768176717,-0.14895891371313508,-0.1489953226026376,99.8519,0.6202489768176735,0.6698489768176716,4.1086286864916444e-05,4.67739736240147e-06
37.3512,37.4007,-1.0608,37.4007,-0.3409355036624455,-0.3904355036624474,-1.0608156599921883,-1.06077340550735,38.4615,0.7198644963375544,0.6703644963375526,1.5659992188332694e-05,2.659449264985625e-05
99.3562,99.4057,-1.8488,99.4057,-0.9225991777333558,-0.9720991777333505,-1.8488334642184563,-1.8487790974571685,101.2545,0.9262008222666442,0.8767008222666495,3.346421845629166e-05,2.090254283149129e-05
31.7054,31.7549,0.3629,31.7549,0.28544763569001474,0.23594763569001642,0.36293766691476087,0.3629331185169189,31.392,0.07745236430998526,0.12695236430998358,3.766691476086992e-05,3.3118516918895224e-05
71.3252,71.3747,-0.1651,71.3747,0.8024746396888038,0.7529746396887949,-0.16510983404844237,-0.16505304017363442,71.5398,0.9675746396888039,0.9180746396887949,9.834048442375343e-06,4.695982636557239e-05
67.5613,67.6108,-1.2014,67.6108,-0.9998545167357947,-1.0493545167357894,-1.201429520565779,-1.2014176888075785,68.8122,0.2015454832642053,0.15204548326421063,2.952056577898432e-05,1.768880757846425e-05
31.8044,31.8539,0.4422,31.8539,0.37877606581063317,0.32927606581063484,0.4422153357411276,0.4422116120745619,31.4117,0.06342393418936682,0.11292393418936514,1.5335741127608937e-05,1.1612074561906383e-05
61.8164,61.8659,-0.0483,61.8659,-0.8497195142820496,-0.8992195142820515,-0.04826057664958938,-0.048307619527811485,61.9142,0.8014195142820496,0.8509195142820515,3.9423350410620894e-05,7.619527811482396e-06
8.6268,8.6763,0.5962,8.6763,0.7159458570551237,0.6664458570551236,0.5961919557263861,0.5961989848677834,8.0801,0.11974585705512375,0.07024585705512365,8.044273613894148e-06,1.0151322165086185e-06
63.8964,63.946,-0.0783,63.946,0.8745693231771178,0.8249693231771197,-0.07834900627065722,-0.07829307324798696,64.0243,0.9528693231771178,0.9032693231771197,4.900627065722307e-05,6.926752013039494e-06
24.6728,24.7224,0.5438,24.7224,-0.4438954440451298,-0.49349544404513146,0.543759866248561,0.543701894284801,24.1786,0.9876954440451298,1.0372954440451314,4.013375143896436e-05,9.81057151989706e-05
74.2966,74.3462,-1.8544,74.3462,-0.8919426827101593,-0.9415426827101574,-1.8544168649766946,-1.8543603710583885,76.2006,0.9624573172898407,0.9128573172898427,1.686497669450837e-05,3.962894161158026e-05
23.7814,23.8309,-0.3193,23.8309,-0.9760162181852833,-1.0255162181852815,-0.31928538321509137,-0.31932393105234613,24.150199999999998,0.6567162181852833,0.7062162181852816,1.4616784908605407e-05,2.3931052346159998e-05
91.9275,91.977,-0.2175,91.977,-0.7320409869455373,-0.7815409869455463,-0.21748725155924764,-0.21751745409062628,92.1945,0.5145409869455373,0.5640409869455463,1.2748440752358148e-05,1.7454090626284335e-05
25.8614,25.911,-0.1303,25.911,0.6658695861807861,0.6162695861807844,-0.13028110566942197,-0.13023437436693774,26.0413,0.796169586180786,0.7465695861807844,1.8894330578028695e-05,6.56256330622551e-05
41.8084,41.8579,-1.6221,41.8579,-0.8235807932446007,-0.8730807932446025,-1.6221463607031659,-1.6220994876558037,43.480000000000004,0.7985192067553994,0.7490192067553976,4.63607031657709e-05,5.123441964016706e-07
79.2491,79.2986,-1.5835,79.2986,-0.6512903590734187,-0.7007903590734135,-1.5835215543545815,-1.5834668355954098,80.8821,0.9322096409265812,0.8827096409265864,2.1554354581621027e-05,3.3164404590113605e-05
27.9415,27.991,-0.6189,27.991,0.3267226962905968,0.2772226962905985,-0.618902122757036,-0.6188466178382966,28.6099,0.9456226962905968,0.8961226962905985,2.1227570360382586e-06,5.338216170336363e-05
49.039,49.0885,-1.0205,49.0885,-0.9413072781740079,-0.9908072781740098,-1.0204912418859662,-1.0204865940601235,50.109,0.07919272182599202,0.029692721825990143,8.758114033780018e-06,1.3405939876420803e-05
46.1666,46.2161,0.4699,46.2161,0.8176342099978092,0.7681342099978145,0.46994517715323775,0.46996558530150745,45.746199999999995,0.34773420999780924,0.29823420999781447,4.517715323776317e-05,6.558530150746478e-05
79.8434,79.8929,-1.7097,79.8929,-0.964510620986178,-1.0140106209861728,-1.709688596184931,-1.7096448568052884,81.6026,0.745189379013822,0.6956893790138272,1.1403815068922185e-05,5.514319471155993e-05
41.4122,41.4617,-1.1231,41.4617,-0.540890510527214,-0.5903905105272159,-1.1230526411154642,-1.1230184702042312,42.5848,0.582209489472786,0.5327094894727841,4.73588845357753e-05,8.152979576880881e-05
78.5558,78.6053,0.6431,78.6053,-0.01598297968655305,-0.06548297968654782,0.6430719779762959,0.6430332937210468,77.9622,0.659082979686553,0.7085829796865478,2.8022023704110666e-05,6.670627895322134e-05
5.4572,5.5068,-1.6223,5.5068,-0.7352160126278149,-0.7848160126278148,-1.6223420306606662,-1.6222899594199895,7.1291,0.8870839873721852,0.8374839873721853,4.2030660666103614e-05,1.0040580010528544e-05
98.2666,98.3162,-0.1999,98.3162,-0.7689695699836704,-0.8185695699836685,-0.19986813190374808,-0.19990153619733142,98.5161,0.5690695699836704,0.6186695699836685,3.186809625191356e-05,1.536197331425404e-06
27.4462,27.4957,1.6325,27.4957,0.736670689361264,0.6871706893612657,1.6325076326262553,1.632455050084281,25.8632,0.895829310638736,0.9453293106387344,7.63262625524952e-06,4.4949915719127986e-05
79.051,79.1006,-1.401,79.1006,-0.489209937647588,-0.5388099376475861,-1.4010096024009604,-1.4009560829022338,80.5016,0.911790062352412,0.8621900623524139,9.602400960373458e-06,4.391709776618846e-05
30.6158,30.6653,-1.5719,30.6653,-0.7174442435654363,-0.7669442435654347,-1.5718575583275112,-1.5718074072098052,32.2372,0.8544557564345637,0.8049557564345654,4.244167248890207e-05,9.259279019491196e-05
98.7619,98.8114,-1.3487,98.8114,-0.9804090871019816,-1.0299090871019905,-1.348725424986683,-1.3487038060866785,100.1601,0.3682909128980184,0.31879091289800954,2.5424986682898165e-05,3.806086678492804e-06
92.7199,92.7694,-1.9724,92.7694,-0.9990792189517955,-1.0485792189518044,-1.9724029770585738,-1.9723458463075478,94.7418,0.9733207810482044,0.9238207810481955,2.9770585738830846e-06,5.415369245209689e-05
45.7704,45.8199,1.7468,45.8199,0.9764817051243566,0.9269817051243618,1.7468020721336694,1.7467568569822554,44.0731,0.7703182948756433,0.8198182948756381,2.072133669539511e-06,4.3143017744551315e-05
6.4477,6.4972,-0.8167,6.4972,0.16377359575674183,0.11427359575674173,-0.8167094058291668,-0.816651854855216,7.3139,0.9804735957567419,0.9309735957567418,9.405829166864166e-06,4.8145144784017546e-05
64.7879,64.8374,1.3504,64.8374,0.9267042879232862,0.8772042879232772,1.3503517915402607,1.3503269248914707,63.487,0.42369571207671386,0.47319571207672284,4.820845973929622e-05,7.30751085293857e-05
30.2196,30.2691,-1.8337,30.2691,-0.9307016921393928,-0.9802016921393947,-1.8336752184626401,-1.8336222170278291,32.1028,0.9029983078606073,0.8534983078606054,2.478153735996358e-05,7.778297217098107e-05
49.9305,49.98,-0.7495,49.98,-0.3287526024456684,-0.37825260244566317,-0.7494740202940968,-0.7494493253964596,50.729499999999994,0.42074739755433166,0.3712473975543369,2.5979705903234063e-05,5.0674603540468155e-05
31.3092,31.3587,-0.1561,31.3587,-0.1065240388744596,-0.15602403887445793,-0.15606886331866654,-0.15606595520817776,31.514799999999997,0.049575961125540385,7.596112554206225e-05,3.1136681333449046e-05,3.404479182222975e-05
41.9075,41.957,0.0146,41.957,-0.8756574465221213,-0.9251574465221232,0.014624085222023187,0.014571828763563888,41.9424,0.8902574465221212,0.9397574465221231,2.4085222023186373e-05,2.8171236436112454e-05
76.2776,76.3272,1.7412,76.3272,0.7703413466747301,0.720741346674732,1.741174110497537,1.7411171259592928,74.586,0.97085865332527,1.0204586533252682,2.5889502463183334e-05,8.287404070728144e-05
43.7894,43.8389,-0.9129,43.8389,-0.19170311222773476,-0.24120311222773663,-0.9129154024951146,-0.9128730698186039,44.7518,0.7211968877722653,0.6716968877722634,1.5402495114558157e-05,2.6930181396100927e-05
2.3867,2.4362,0.3441,2.4362,0.6852104873734118,0.6357104873734117,0.3440841304829054,0.34410415342470824,2.0921,0.3411104873734118,0.2916104873734117,1.5869517094591057e-05,4.153424708219777e-06
86.0835,86.1331,-1.9514,86.1331,-0.952242628152492,-1.0018426281524901,-1.9514481578372938,-1.9513895079154517,88.0845,0.999157371847508,0.9495573718475099,4.815783729372747e-05,1.0492084548285874e-05
32.5968,32.6463,0.221,32.6463,0.9249383838161644,0.8754383838161697,0.22095257670910795,0.22099389825041071,32.4253,0.7039383838161645,0.6544383838161697,4.742329089205133e-05,6.101749589287886e-06
21.008,21.0575,0.3939,21.0575,0.8322470783560322,0.7827470783560303,0.3939150400202318,0.3939407686006145,20.663600000000002,0.4383470783560322,0.38884707835603033,1.5040020231837925e-05,4.076860061452692e-05
57.3592,57.4087,0.4985,57.4087,0.7246540472298127,0.6751540472298109,0.4984859159414779,0.498499191231525,56.9102,0.22615404722981275,0.17665404722981087,1.4084058522101373e-05,8.08768475024646e-07
90.7389,90.7884,-0.4854,90.7884,0.35908465733356865,0.3095846573335739,-0.48537120513981014,-0.48532163849024523,91.2738,0.8444846573335687,0.7949846573335739,2.8794860189862437e-05,7.836150975476519e-05
91.036,91.0855,0.4391,91.0855,0.07012934236758007,0.020629342367585304,0.4390875353411825,0.43906587876649583,90.6464,0.36897065763241993,0.4184706576324147,1.246465881749037e-05,3.412123350415852e-05
25.4652,25.5148,-0.3143,25.5148,0.32636814828692295,0.2767681482869213,-0.31427819815412983,-0.3142405944209328,25.8291,0.640668148286923,0.5910681482869213,2.180184587019518e-05,5.940557906725097e-05
64.1936,64.2431,0.2095,64.2431,0.9782286350734869,0.9287286350734921,0.20950110997605143,0.20954623163313346,64.03359999999999,0.7687286350734869,0.7192286350734921,1.109976051433259e-06,4.623163313347001e-05
92.4227,92.4722,-1.2705,92.4722,-0.9678438362379681,-1.0173438362379628,-1.2704541912281528,-1.2704364290429553,93.7427,0.30265616376203186,0.2531561637620372,4.580877184712229e-05,6.357095704467852e-05
1.099,1.1486,1.8593,1.1486,0.8907533184119663,0.8411533184119662,1.8592899689184867,1.859233119154183,0.7106999999999999,0.9685466815880337,1.0181466815880338,1.003108151320653e-05,6.688084581685239e-05
23.8804,23.93,-0.1822,23.93,-0.9497202595933946,-0.9993202595933927,-0.18215301109293125,-0.1821980646457747,24.1122,0.7675202595933945,0.8171202595933926,4.698890706875125e-05,1.9353542252964484e-06
37.2521,37.3017,-0.1284,37.3017,-0.43227291895324854,-0.48187291895324663,-0.12843099406939767,-0.12844882854350476,37.430099999999996,0.3038729189532485,0.3534729189532466,3.099406939768845e-05,4.882854350476973e-05
55.7744,55.8239,-0.8507,55.8239,-0.699192763450434,-0.7486927634504359,-0.8507081219361126,-0.8506992285066138,56.674600000000005,0.151507236549566,0.10200723654956412,8.121936112548411e-06,7.7149338617577e-07
87.5693,87.6188,-1.2256,87.6188,-0.38507981050317625,-0.434579810503171,-1.2256483648551995,-1.2255990263772276,88.8444,0.8405201894968237,0.791020189496829,4.836485519943423e-05,9.736227724044255e-07
39.2331,39.2826,0.4341,39.2826,0.9993226557949983,0.9498226557949965,0.4341274601921883,0.43416063520279713,38.8485,0.5652226557949984,0.5157226557949965,2.746019218829998e-05,6.063520279714352e-05
60.5288,60.5783,-0.4006,60.5783,-0.7436675513593999,-0.7931675513594018,-0.40057107694996835,-0.4005912155308815,60.978899999999996,0.34306755135939987,0.39256755135940175,2.8923050031659514e-05,8.784469118505722e-06
56.2696,56.3192,-1.1908,56.3192,-0.27545959872337544,-0.32505959872338064,-1.1907754501055539,-1.190721724218787,57.510000000000005,0.9153404012766246,0.8657404012766194,2.454989444622413e-05,7.827578121299972e-05
28.6348,28.6843,-0.6561,28.6843,-0.3527104330580109,-0.4022104330580128,-0.656062714005834,-0.6560449082721389,29.3404,0.3033895669419891,0.2538895669419872,3.728599416596978e-05,5.509172786111183e-05
27.7434,27.7929,0.1294,27.7929,0.5063388808992761,0.4568388808992778,0.12938777149311986,0.1294098972244616,27.6635,0.3769388808992762,0.32743888089927786,1.2228506880124224e-05,9.897224461624665e-06
24.3757,24.4252,-0.9939,24.4252,-0.6867738087474105,-0.7362738087474123,-0.9939355392348641,-0.9939175098996064,25.4191,0.30712619125258955,0.2576261912525877,3.553923486410149e-05,1.7509899606360513e-05
25.9605,26.01,-0.1444,26.01,0.7364169680884238,0.686916968088422,-0.14444473743991448,-0.14439303389279812,26.154400000000003,0.8808169680884238,0.8313169680884219,4.473743991448287e-05,6.966107201883398e-06
50.2276,50.2771,0.8925,50.2771,-0.03787339735697022,-0.08737339735696499,0.8924529534513638,0.8923983464999993,49.3846,0.9303733973569702,0.979873397356965,4.704654863618707e-05,0.00010165350000068685
58.6468,58.6963,1.7421,58.6963,0.8641507941196912,0.8146507941196893,1.7420739919354857,1.7420224608686474,56.9542,0.8779492058803088,0.9274492058803107,2.6008064514249085e-05,7.75391313525553e-05
