x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_20_Y_pred,Model_21_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals,Model_20_Residuals,Model_21_Residuals
8.6457,-0.3641007978282794,8.6457,-0.7115616869411816,-0.5532542197073029,-1.0176383,-0.923956205271653,-1.0352820265792972,-1.0006017878360036,-1.0419385799636758,-0.5693186170979843,-0.5660181444101089,-0.4941582292071392,-0.5302710063682321,-0.5421792725189274,-0.47938589970675066,-0.5461603586263104,-0.5461611541108677,-0.5452444176393938,-0.5429301692494277,-0.5477290901979788,-0.5384771382836615,-0.5397855657411206,9.009800797828278,0.3474608891129022,0.1891534218790235,0.6535375021717206,0.5598554074433736,0.6711812287510178,0.6365009900077242,0.6778377821353964,0.20521781926970484,0.20191734658182947,0.13005743137885978,0.16617020853995268,0.17807847469064797,0.11528510187847124,0.18205956079803098,0.18206035628258832,0.18114361981111438,0.1788293714211483,0.18362829236969935,0.17437634045538208,0.17568476791284116
94.822,-1.0217835012159395,94.822,0.8396160251391179,-0.15970077536040914,-1.0176383,-1.0089337596007748,-1.0715920733982514,-1.0592547230662726,-1.1097119021943427,-1.0222393091483781,-1.02222290178673,-1.0165435155420008,-1.0193832786651065,-1.031740036306953,-1.0313610956004533,-1.0208866049115004,-1.0208866801740282,-1.0208555318978334,-1.0208647156076933,-1.024801347296839,-1.0205748325478885,-1.0230591897441699,95.84378350121594,1.8613995263550573,0.8620827258555304,0.004145201215939531,0.012849741615164723,0.04980857218231183,0.037471221850333025,0.08792840097840315,0.00045580793243860107,0.00043940057079039363,0.005239985673938685,0.0024002225508330532,0.009956535091013574,0.009577594384513777,0.0008968963044391209,0.0008968210419113554,0.0009279693181061255,0.0009187856082462087,0.003017846080899389,0.0012086686680510272,0.0012756885282303454
47.2656,-0.5824129506164453,47.2656,-0.9899759021540083,-0.7556239750458309,-1.0176383,-0.9794847355223499,-1.148895204556262,-1.1488393494161253,-1.207344656457313,-0.6470295710143641,-0.6470251065182933,-0.6500266698072383,-0.6485258781206902,-0.6609365705827976,-0.641188126427559,-0.6515549435956052,-0.651555095242744,-0.6516643405685585,-0.6511986526183744,-0.6552549160327317,-0.6468372925484573,-0.6493942412374603,47.84801295061644,0.40756295153756306,0.17321102442938563,0.4352253493835547,0.39707178490590467,0.5664822539398167,0.56642639879968,0.6249317058408677,0.06461662039791882,0.06461215590184799,0.06761371919079306,0.06611292750424491,0.07852361996635238,0.05877517581111369,0.0691419929791599,0.06914214462629875,0.06925138995211322,0.06878570200192913,0.0728419654162864,0.06442434193201207,0.06698129062101499
33.2266,-0.550936338578268,33.2266,-0.23758328343410595,-0.935276042028328,-1.0176383,-0.9929003710796755,-1.000402083031142,-0.8735245257297284,-0.9029679966822151,-0.7705781461592991,-0.7701508449608446,-0.7421739089304826,-0.7561714215329017,-0.7683850412403227,-0.7519956005203237,-0.7604119141603047,-0.7604121264563345,-0.7583899967604764,-0.7590856734320572,-0.7638609046635098,-0.7475148674780361,-0.7503056608899729,33.777536338578265,0.313353055144162,0.3843397034500601,0.46670196142173204,0.4419640325014076,0.449465744452874,0.3225881871514604,0.3520316581039471,0.21964180758103113,0.21921450638257667,0.19123757035221467,0.20523508295463377,0.21744870266205474,0.2010592619420557,0.20947557558203678,0.20947578787806653,0.2074536581822084,0.20814933485378928,0.2129245660852418,0.19657852889976812,0.1993693223117049
14.5688,-0.4952591137907002,14.5688,-0.4183546404552526,-0.8948459317170661,-1.0176383,-0.9720857860953822,-1.0039474546307807,-0.9069046887601753,-0.9371267075094303,-0.5893671241435883,-0.587424338571934,-0.5306814067784218,-0.559137234068543,-0.5711547707362494,-0.5407033548350582,-0.5686531259042333,-0.5686536023078578,-0.5667318462480619,-0.5655805899477445,-0.5712312225610015,-0.5557013899741425,-0.557925797939244,15.0640591137907,0.07690447333544759,0.39958681792636586,0.5223791862092998,0.476826672304682,0.5086883408400805,0.41164557496947507,0.4418675937187301,0.09410801035288807,0.09216522478123379,0.03542229298772159,0.06387812027784279,0.07589565694554923,0.04544424104435796,0.07339401211353314,0.07339448851715757,0.07147273245736174,0.07032147615704432,0.07597210877030125,0.060442276183442334,0.06266668414854382
94.9941,-0.4142275680762166,94.9941,0.7341920730899033,-0.1579104525175192,-1.0176383,-1.0077890175074136,-1.0402767107951942,-1.0100562669266326,-1.0528938209104655,-0.30928431090230757,-0.3092587697777103,-0.3021878309467919,-0.30572343608617125,-0.3180714591913185,-0.3158558111653069,-0.30722297804849086,-0.30722305312156206,-0.3086017860966117,-0.30765651435942776,-0.3111353686233713,-0.3199584025301283,-0.32180841964568185,95.40832756807622,1.1484196411661198,0.2563171155586974,0.6034107319237834,0.5935614494311969,0.6260491427189776,0.595828698850416,0.6386662528342488,0.10494325717390901,0.1049687982985063,0.11203973712942467,0.10850413199004533,0.09615610888489806,0.09837175691090966,0.10700459002772572,0.10700451495465452,0.10562578197960487,0.10657105371678882,0.10309219945284526,0.09426916554608827,0.09241914843053473
6.4336,-1.7222640189643408,6.4336,0.9887090219976389,-0.2866592644380272,-1.0176383,-1.1815847233658259,-1.1480263394143178,-1.1479555561574406,-1.2064416789169101,-1.5172107246324937,-1.516939490048078,-1.4944493764253801,-1.5056990397954233,-1.5179485352701696,-1.7317375201168461,-1.5276635725048504,-1.5276646721372518,-1.5274933549625924,-1.5238899214675503,-1.5284195500845719,-1.5212723076381796,-1.5219829683387054,8.15586401896434,2.7109730409619797,1.4356047545263135,0.7046257189643408,0.5406792955985149,0.574237679550023,0.5743084628069002,0.5158223400474307,0.20505329433184705,0.20532452891626285,0.22781464253896067,0.21656497916891748,0.20431548369417118,0.009473501152505337,0.19460044645949037,0.19459934682708901,0.19477066400174836,0.19837409749679047,0.19384446887976892,0.20099171132616123,0.2002810506256354
85.5261,-1.730147275492813,85.5261,-0.7628425054655077,-0.26052639662831534,-1.0176383,-0.9911594407891,-1.0473940306935403,-1.0225545116017687,-1.0673884480333493,-1.6749698125405115,-1.674941235255526,-1.682587484924771,-1.6787641965455162,-1.6912033671212636,-1.6803563537266446,-1.6804420366735935,-1.6804421206729843,-1.679206936182913,-1.6808942205579185,-1.6843577841871658,-1.6924278307898937,-1.6943157046261876,87.25624727549281,0.9673047700273054,1.4696208788644978,0.7125089754928131,0.7389878347037131,0.6827532447992728,0.7075927638910444,0.6627588274594638,0.05517746295230164,0.055206040237287146,0.04755979056804205,0.05138307894729688,0.038943908371549485,0.049790921766168506,0.04970523881921962,0.049705154819828845,0.05094033930990016,0.049253054934894624,0.045789491305647356,0.037719444702919436,0.03583157086662547
12.3944,-0.7399465616934295,12.3944,0.9852494602885806,-0.8113444913878203,-1.0176383,-1.0863560750521486,-1.1456761566241838,-1.1455557360354527,-1.2039826684702892,-0.6929847857891869,-0.6928894765314036,-0.7069846521085386,-0.6999360604905784,-0.7124143517293693,-0.834504856938352,-0.711550210527901,-0.7115507919787276,-0.7114359498640849,-0.7126019871562352,-0.7139625975780495,-0.7161050800012716,-0.7173681920666846,13.134346561693429,1.7251960219820102,0.07139792969439074,0.27769173830657046,0.34640951335871906,0.4057295949307542,0.40560917434202315,0.4640361067768597,0.046961775904242664,0.04705708516202589,0.03296190958489098,0.0400105012028511,0.02753220996406025,0.09455829524492243,0.02839635116552852,0.028395769714701924,0.028510611829344668,0.0273445745371943,0.025983964115380065,0.02384148169215794,0.022578369626744976
69.1887,-1.7049103298971635,69.1887,0.9972882093158878,-0.4578287566555191,-1.0176383,-1.0146248359306167,-1.153997876206498,-1.153993761029188,-1.2125826412870666,-1.6508193796352861,-1.6508188139218096,-1.649756824258111,-1.6502878195406803,-1.6626733823682538,-1.6724351570908784,-1.652352906757644,-1.6523530101441737,-1.6522478406759826,-1.6519181794021511,-1.656191573739978,-1.6436127894409331,-1.6464559094468774,70.89361032989716,2.702198539213051,1.2470815732416445,0.6872720298971635,0.6902854939665468,0.5509124536906655,0.5509165688679756,0.4923276886100969,0.05409095026187738,0.05409151597535389,0.055153505639052414,0.054622510356483245,0.04223694752890972,0.03247517280628509,0.05255742313951961,0.05255731975298983,0.052662489221180886,0.05299215049501238,0.04871875615718557,0.06129754045623037,0.05845442045028615
88.5042,-1.8427497385724347,88.5042,0.8579113387692303,-0.2273338528971765,-1.0176383,-1.009788336184835,-1.078637918140797,-1.0687694429656813,-1.1205507929618919,-1.7232635795033056,-1.7232467285129291,-1.7174917381940364,-1.720369306205581,-1.7327255899367346,-1.733571368660238,-1.721979884395875,-1.721979965027864,-1.7210442566861817,-1.7215438148084519,-1.7258780990392535,-1.710656897696936,-1.713664540168614,90.34694973857243,2.700661077341665,1.6154158856752583,0.8251114385724347,0.8329614023875997,0.7641118204316377,0.7739802956067534,0.7221989456105429,0.11948615906912918,0.11950301005950559,0.1252580003783983,0.12238043236685381,0.11002414863570009,0.10917836991219665,0.12076985417655983,0.12076977354457075,0.12170548188625308,0.12120592376398287,0.11687163953318125,0.13209284087549866,0.12908519840382082
90.555,-1.5453524472044406,90.555,-0.8519035159098993,-0.2049685544323309,-1.0176383,-0.990680096544769,-1.0762638574112444,-1.0656094129854836,-1.1169594965271061,-1.5163732902836757,-1.5163565675594262,-1.5106233314561912,-1.5134900215316271,-1.5258464416327613,-1.5075662132751417,-1.5150641423139453,-1.5150642211207306,-1.5157473743696217,-1.5153536555352567,-1.5189679668261893,-1.5232878989565148,-1.5253510820602536,92.10035244720444,0.6934489312945413,1.3403838927721097,0.5277141472044407,0.5546723506596717,0.46908858979319623,0.47974303421895703,0.4283929506773345,0.028979156920764915,0.02899587964501449,0.03472911574824944,0.0318624256728135,0.019506005571679363,0.03778623392929892,0.030288304890495388,0.030288226083710068,0.029605072834818946,0.029998791669183955,0.026384480378251363,0.022064548247925808,0.020001365144187044
24.3808,-1.464022671003553,24.3808,0.7303642743320181,-0.9986377179995682,-1.0176383,-1.0308816413703257,-1.0393945353060545,-1.0084317421962945,-1.0510102965429367,-1.4491804472416014,-1.4487880186267232,-1.478004199560582,-1.4633875720773761,-1.4759557788994098,-1.5330233417257955,-1.469334370112754,-1.4693346678332606,-1.4702390886894532,-1.4681690792696607,-1.4726418646949457,-1.4612186798012823,-1.4636821110390075,25.844822671003556,2.1943869453355713,0.46538495300398486,0.4463843710035531,0.4331410296332274,0.4246281356974986,0.4555909288072586,0.41301237446061645,0.014842223761951656,0.01523465237682986,0.013981528557028833,0.0006350989261769691,0.011933107895856665,0.06900067072224236,0.005311699109200818,0.00531199682970751,0.006216417685900089,0.004146408266107571,0.008619193691392635,0.002803991202270817,0.0003405599645456281
37.2927,-0.3880961800920051,37.2927,0.9185451886676895,-0.8882821552565809,-1.0176383,-1.0252526881636717,-1.1062414023218037,-1.1027948016503712,-1.1585446780954602,-0.23711367124226668,-0.23705748796645143,-0.247827601410069,-0.24244209216135182,-0.25490027275264426,-0.2882643531995638,-0.2462958872316342,-0.24629608016803684,-0.24558974847728976,-0.24726779408844834,-0.24988591580815112,-0.25761550260991717,-0.259322153441513,37.68079618009201,1.3066413687596947,0.5001859751645759,0.6295421199079949,0.6371565080716666,0.7181452222297986,0.7146986215583662,0.7704484980034552,0.1509825088497384,0.15103869212555365,0.1402685786819361,0.14565408793065326,0.13319590733936082,0.0998318268924413,0.14180029286037088,0.14180009992396825,0.14250643161471532,0.14082838600355674,0.13821026428385397,0.13048067748208791,0.1287740266504921
89.8773,-0.8317570361797393,89.8773,-0.335286553162197,-0.21231520575878135,-1.0176383,-0.9962833727978234,-1.0016104194909063,-0.8893029643553702,-0.9188355681354196,-0.738544252960498,-0.7384893146963645,-0.7281707421439227,-0.7333304548566979,-0.7456579946885258,-0.7307932938714421,-0.7349127380659259,-0.734912817281355,-0.7333293204164262,-0.734514828047478,-0.7388056310312079,-0.7244421114727266,-0.7274051450151005,90.70905703617974,0.49647048301754226,0.6194418304209579,0.1858812638202607,0.16452633661808413,0.16985338331116706,0.05754592817563087,0.08707853195568027,0.09321278321924131,0.09326772148337481,0.10358629403581654,0.09842658132304138,0.0860990414912135,0.10096374230829719,0.09684429811381334,0.09684421889838424,0.0984277157633131,0.09724220813226125,0.0929514051485314,0.10731492470701265,0.10435189116463883
21.2391,-0.2827753499632822,21.2391,-0.730290946315886,-0.9963258211302561,-1.0176383,-0.9667587076901487,-1.0393777876298402,-1.0084007236060388,-1.0509743359573422,-0.2983162540706473,-0.29779903443458877,-0.26715445832345397,-0.28248874946418356,-0.2946847626529745,-0.2600007275388898,-0.28911304344700295,-0.2891133750856679,-0.28769943986401114,-0.28704847293987823,-0.29219231310504723,-0.2763531860217928,-0.27889524395742715,21.52187534996328,0.4475155963526038,0.713550471166974,0.7348629500367179,0.6839833577268666,0.7566024376665581,0.7256253736427567,0.7681989859940601,0.015540904107365139,0.015023684471306586,0.015620891639828216,0.0002866004990986215,0.011909412689692311,0.022774622424392377,0.006337693483720763,0.0063380251223857376,0.004924089900728956,0.004273122976596044,0.009416963141765045,0.006422163941489367,0.003880106005855033
75.745,-0.2858728110143865,75.745,0.9404732247993118,-0.37557447036708524,-1.0176383,-1.012572410592551,-1.1180461664791679,-1.1161659302718296,-1.173064518161099,-0.35424550606317495,-0.35423543949715364,-0.3497785496492365,-0.35200702826482644,-0.3643714387121776,-0.36967657193422376,-0.35389014509924865,-0.3538902393756128,-0.3543948067207249,-0.3542837792843173,-0.35774949038510173,-0.36320892319811027,-0.36518978962679016,76.03087281101439,1.2263460358136984,0.08970165935269875,0.7317654889856136,0.7266995995781647,0.8321733554647814,0.8302931192574432,0.8871917071467126,0.06837269504878846,0.06836262848276714,0.06390573863485,0.06613421725043994,0.07849862769779109,0.08380376091983727,0.06801733408486216,0.06801742836122632,0.06852199570633838,0.06841096826993082,0.07187667937071524,0.07733611218372377,0.07931697861240367
47.6325,-1.4977748312767671,47.6325,-0.8734221351662637,-0.7505365758981383,-1.0176383,-0.9819934948822869,-1.0850515195627857,-1.0770948357346053,-1.1299673773483754,-1.5111504866388203,-1.5110982286270578,-1.521479435500382,-1.5162884263115344,-1.5287442464306495,-1.5151170735559083,-1.519305089154111,-1.5193052401803244,-1.5186894363550767,-1.519835702027959,-1.5230220892893114,-1.5272904225529351,-1.5292420076464617,49.130274831276765,0.6243526961105035,0.7472382553786289,0.48013653127676714,0.5157813363944802,0.41272331171398147,0.42067999554216184,0.36780745392839176,0.013375655362053207,0.013323397350290644,0.023704604223614867,0.01851359503476724,0.030969415153882407,0.017342242279141162,0.021530257877343972,0.021530408903557285,0.020914605078309556,0.022060870751191786,0.025247258012544238,0.029515591276167985,0.03146717636969454
38.6377,-1.3635927218555193,38.6377,0.5909275821536765,-0.8714547250800067,-1.0176383,-1.0155316087173927,-1.0162428139694495,-0.9558747844591059,-0.9907140784950905,-1.3411100154194748,-1.3408920526568466,-1.320657831981333,-1.330778270327475,-1.343042387792533,-1.3501776630787476,-1.3344399711512747,-1.3344401544706705,-1.3334351148775898,-1.3337489382200856,-1.3379942327388579,-1.3267644891849557,-1.3293705822708728,40.00129272185552,1.9545203040091956,0.4921379967755126,0.3459544218555193,0.3480611131381266,0.3473499078860698,0.4077179373964134,0.37287864336042875,0.022482706436044442,0.02270066919867264,0.042934889874186366,0.032814451528044186,0.02055033406298623,0.013415058776771627,0.029152750704244612,0.029152567384848727,0.030157606977929463,0.029843783635433718,0.025598489116661405,0.036828232670563565,0.03422213958464648
42.5253,-1.0193775672936984,42.5253,0.11355371418507994,-0.820502658460498,-1.0176383,-1.0026774118995203,-1.0000208281951302,-0.8612078138188779,-0.8909578500757716,-1.1039346283002194,-1.1036617185368849,-1.1278568426202866,-1.115754358401904,-1.1282929802702835,-1.1443988516637145,-1.1191557782506065,-1.1191559485392952,-1.121116260068141,-1.1181719449804082,-1.122841826586348,-1.1069125938647817,-1.1098244654161966,43.5446775672937,1.1329312814787784,0.19887490883320047,0.0017392672936984432,0.01670015539417813,0.019356739098568276,0.15816975347482054,0.1284197172179269,0.08455706100652094,0.08428415124318644,0.10847927532658819,0.09637679110820563,0.10891541297658502,0.12502128437001603,0.09977821095690809,0.09977838124559679,0.10173869277444259,0.09879437768670973,0.10346425929264957,0.08753502657108325,0.09044689812249818
4.1323,-0.6980416719262004,4.1323,-0.5480983633906514,0.15137798455791399,-1.0176383,-0.8828949331155673,-1.0119068290574977,-0.9421314987803727,-0.9753348239881897,-0.4631403274838086,-0.4427255078259613,-0.7169154439739227,-0.5757403445100535,-0.5895278508110453,-0.7246119497725383,-0.6142306805766546,-0.6142326075569025,-0.6159983694286242,-0.6033894481196421,-0.6129803027557459,-0.6021837319648905,-0.6018424135187679,4.830341671926201,0.14994330853554894,0.8494196564841143,0.3195966280737996,0.18485326118936696,0.31386515713129737,0.24408982685417235,0.27729315206198935,0.23490134444239175,0.25531616410023905,0.018873772047722337,0.12230132741614685,0.10851382111515506,0.02657027784633792,0.08381099134954573,0.08380906436929791,0.08204330249757619,0.09465222380655824,0.08506136917045448,0.09585793996130987,0.09619925840743249
21.1285,-1.215921699085291,21.1285,-0.6504279791405054,-0.9958650992207317,-1.0176383,-0.9701349864528008,-1.024201038777626,-0.9767871382232309,-1.014490800105571,-1.1967798756560415,-1.196133746793297,-1.1620775010673345,-1.1791223086086868,-1.1912956433892008,-1.1585613017674166,-1.18576889604563,-1.1857692288003945,-1.186263915869339,-1.1863677263042827,-1.1888371574433634,-1.190050999732918,-1.19175938428314,22.34442169908529,0.5654937199447856,0.22005659986455928,0.19828339908529102,0.2457867126324902,0.1917206603076651,0.23913456086206009,0.20143089897972,0.019141823429249527,0.019787952291993927,0.05384419801795648,0.03679939047660419,0.02462605569609022,0.057360397317874456,0.030152803039660947,0.030152470284896538,0.029657783215951916,0.029553972781008353,0.02708454164192764,0.02587069935237296,0.02416231480215103
