x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals
24.6769,65.4438,0.7598,65.4438,0.505227638844215,-0.0642306827742141,-0.07373751145553178,0.3799018495637555,0.7598036991275096,64.684,0.2545723611557851,0.8240306827742141,0.8335375114555318,0.37989815043624453,3.699127509526612e-06
23.9798,41.1851,1.7206,41.1851,-0.3376277385163722,-0.03561162435455608,0.997303057092796,0.860293372923032,1.7205867458460662,39.4645,2.058227738516372,1.756211624354556,0.7232969429072039,0.8603066270769679,1.3254153933717205e-05
72.6612,4.1847,0.3964,4.1847,-0.8639730628985295,-0.9103855340574588,-0.5960224438514505,0.1982039283685031,0.3964078567370003,3.7883000000000004,1.2603730628985295,1.3067855340574588,0.9924224438514505,0.19819607163149688,7.856737000322411e-06
37.0273,76.8109,-0.196,76.8109,0.987525054760963,-0.45294229710583794,-0.8709362966953909,-0.0980051263079974,-0.1960102526159948,77.0069,1.183525054760963,0.25694229710583794,0.6749362966953909,0.0979948736920026,1.0252615994799097e-05
19.3927,5.8573,0.9413,5.8573,-0.4131271691871599,0.17577793041922307,0.8243366370232432,0.47066344119880277,0.9413268823976073,4.916,1.3544271691871599,0.765522069580777,0.1169633629767568,0.47063655880119726,2.688239760728628e-05
95.5989,76.2535,1.2805,76.2535,0.754752209586346,-0.9884357264778609,0.4757742445947664,0.6402448322296065,1.2804896644592045,74.973,0.5257477904136539,2.268935726477861,0.8047257554052336,0.6402551677703935,1.0335540795436415e-05
3.1543,10.0117,0.0212,10.0117,-0.5538007887029461,0.9122594182403361,-0.5431755993177827,0.010580477037999914,0.02116095407599905,9.990499999999999,0.5750007887029461,0.8910594182403361,0.5643755993177827,0.010619522962000087,3.904592400095011e-05
92.5804,75.432,-1.9895,75.432,0.033769891986483724,-0.9830626604010951,-0.9915152138508505,-0.994771752288034,-1.9895435045760672,77.42150000000001,2.0232698919864838,1.006437339598905,0.9979847861491495,0.994728247711966,4.3504576067165956e-05
27.9738,94.6861,0.5361,94.6861,0.4244192371210363,-0.1885404252470969,0.6734413870746797,0.2680452228481265,0.5360904456962521,94.14999999999999,0.11168076287896372,0.7246404252470969,0.1373413870746797,0.26805477715187354,9.55430374793842e-06
59.38,47.5004,-0.5678,47.5004,-0.36767735990552236,-0.8089505810392877,-0.6340432165462361,-0.2839209450215111,-0.5678418900430293,48.0682,0.2001226400944776,0.24115058103928777,0.0662432165462361,0.28387905497848887,4.1890043029346735e-05
75.6182,27.8998,-0.4062,27.8998,0.3658387632475409,-0.9261616657624231,-0.5601030569592184,-0.2030800501116957,-0.40616010022339144,28.305999999999997,0.772038763247541,0.5199616657624231,0.15390305695921835,0.2031199498883043,3.989977660856514e-05
88.6854,31.0863,1.2489,31.0863,-0.32368969295071537,-0.974279803241335,0.867638212370911,0.6244584910073847,1.2489169820147628,29.837400000000002,1.5725896929507153,2.223179803241335,0.3812617876290889,0.6244415089926152,1.6982014762856323e-05
8.3621,69.5536,1.582,69.5536,0.4246376491241045,0.8509981801070694,0.9975819047720818,0.7909811667452553,1.5819623334905093,67.97160000000001,1.1573623508758955,0.7310018198929307,0.5844180952279183,0.7910188332547448,3.766650949077466e-05
42.1373,48.0554,1.1487,48.0554,-0.8025218729967462,-0.5640981909206855,0.35702898064145244,0.5743340097655247,1.1486680195310495,46.9067,1.9512218729967463,1.7127981909206855,0.7916710193585477,0.5743659902344753,3.198046895058759e-05
54.5473,52.34,0.8773,52.34,0.875792444001843,-0.7561931116550245,0.8041788415286693,0.43863170042882904,0.8772634008576509,51.462700000000005,0.0015075559981569953,1.6334931116550244,0.07312115847133072,0.4386682995711709,3.6599142349103e-05
89.0529,73.7484,-0.1399,73.7484,-0.9968789630674111,-0.9752033253592146,0.39260588156829274,-0.06993291291047327,-0.13986582582094648,73.8883,0.8569789630674111,0.8353033253592146,0.5325058815682927,0.06996708708952673,3.417417905351994e-05
39.8398,66.5618,-1.4008,66.5618,-0.5549927699332314,-0.5169411630580067,-0.9998295739128484,-0.7003882324530404,-1.400776464906081,67.96260000000001,0.8458072300667686,0.8838588369419933,0.4009704260871516,0.7004117675469597,2.353509391905817e-05
2.0861,25.0634,1.7361,25.0634,-0.06928567425722737,0.670806926250976,0.8339081182581407,0.8680520369303661,1.736104073860732,23.3273,1.8053856742572274,1.0652930737490238,0.9021918817418593,0.8680479630696338,4.07386073209004e-06
44.883,48.0804,-0.9035,48.0804,-0.8171851117581246,-0.6150634616729076,0.055778382630351786,-0.45174199298184325,-0.9034839859636883,48.9839,0.08631488824187539,0.2884365383270924,0.9592783826303517,0.4517580070181567,1.601403631168452e-05
99.0755,58.2059,0.1715,58.2059,0.9962667420376583,-0.9932207569682251,-0.028891482449930797,0.08575481447201308,0.17150962894401223,58.0344,0.8247667420376583,1.1647207569682252,0.20039148244993082,0.08574518552798693,9.628944012213259e-06
43.7433,27.4848,0.3334,27.4848,0.7100251205078288,-0.5945821075833279,-0.5231447308557642,0.16669854075952417,0.33339708151904834,27.1514,0.37662512050782887,0.9279821075833279,0.8565447308557641,0.1667014592404758,2.9184809516302757e-06
90.8608,28.0556,-0.4743,28.0556,0.21699384746804132,-0.9794539985722492,-0.02664991624539141,-0.2371433645591703,-0.4742867291183406,28.529899999999998,0.6912938474680413,0.5051539985722493,0.4476500837546086,0.2371566354408297,1.3270881659421807e-05
73.2724,76.0886,-1.3105,76.0886,0.6368273676977468,-0.9138194081997699,-0.31968085969203147,-0.6552675823371248,-1.3105351646742478,77.3991,1.947327367697747,0.3966805918002301,0.9908191403079685,0.6552324176628752,3.5164674247800676e-05
27.7282,99.9683,0.8786,99.9683,-0.5334421718149773,-0.17987294913912788,-0.01653027965577608,0.4393168156445407,0.8786336312890815,99.0897,1.4120421718149774,1.0584729491391278,0.8951302796557761,0.4392831843554593,3.363128908140389e-05
37.3068,56.9338,-0.7086,56.9338,0.3756816890099689,-0.4596339283877211,-0.7014600847870207,-0.3543198154000246,-0.7086396308000492,57.642399999999995,1.084281689009969,0.2489660716122789,0.0071399152129792975,0.3542801845999754,3.963080004920627e-05
46.8571,58.5918,-0.2399,58.5918,0.8905079557873902,-0.648422084233275,0.7390577979555485,-0.11994593579264445,-0.23989187158529035,58.8317,1.13040795578739,0.40852208423327496,0.9789577979555485,0.11995406420735555,8.128414709651643e-06
91.0446,1.4849,0.0106,1.4849,0.9963131781939953,-0.9798595347851774,0.9997045417500968,0.005280250891608884,0.010560501783217102,1.4743000000000002,0.9857131781939953,0.9904595347851775,0.9891045417500968,0.005319749108391116,3.9498216782897846e-05
59.5608,79.611,-0.1237,79.611,-0.8777681936079114,-0.8107340849626444,-0.932272279453841,-0.06184951553701645,-0.12369903107404123,79.7347,0.7540681936079113,0.6870340849626444,0.8085722794538409,0.06185048446298355,9.6892595877196e-07
42.7918,78.0844,1.6678,78.0844,0.4398362574743796,-0.5767574493727786,0.6706471011714613,0.833913566717285,1.6678271334345696,76.4166,1.2279637425256205,2.2445574493727785,0.9971528988285386,0.833886433282715,2.7133434569615034e-05
73.5641,69.9856,-1.2444,69.9856,0.7646909646109714,-0.9154257626811367,-0.4231393490985326,-0.6221843157757014,-1.2443686315514026,71.23,2.009090964610971,0.3289742373188632,0.8212606509014673,0.6222156842242985,3.1368448597302034e-05
28.7779,11.7193,-0.6391,11.7193,-0.7493438392755978,-0.21629211400481846,-0.9758626086016648,-0.31953684524921094,-0.639073690498422,12.3584,0.11024383927559778,0.42280788599518154,0.33676260860166485,0.31956315475078906,2.630950157800349e-05
75.5581,49.4844,0.2261,49.4844,-0.7040485406750305,-0.9258615202547621,0.8081232009683577,0.11305340451195223,0.22610680902391045,49.2583,0.9301485406750305,1.1519615202547622,0.5820232009683577,0.11304659548804777,6.80902391045346e-06
17.0023,39.1627,-0.2059,39.1627,0.9942587063250176,0.30338589263407273,0.16844451749040318,-0.10293978633800754,-0.20587957267601847,39.3686,1.2001587063250176,0.5092858926340728,0.3743445174904032,0.10296021366199246,2.042732398152558e-05
83.4469,82.3866,1.4942,82.3866,0.6481792905962515,-0.9587631535223473,0.8725021047113471,0.747100806866463,1.494201613732937,80.8924,0.8460207094037485,2.4529631535223473,0.6216978952886528,0.747099193133537,1.6137329370558007e-06
97.0057,7.4649,0.284,7.4649,0.9252578218996326,-0.9905454081856778,0.9999853693792214,0.14199725158570553,0.28399450317141106,7.1809,0.6412578218996325,1.2745454081856777,0.7159853693792215,0.14200274841429444,5.496828588913427e-06
85.3456,1.1905,-0.3706,1.1905,0.9285546811314355,-0.9649141571704012,0.6193398865134948,-0.1852761271643144,-0.3705522543286286,1.5611,1.2991546811314354,0.5943141571704011,0.9899398865134947,0.18532387283568558,4.774567137139085e-05
16.2259,26.3734,-0.321,26.3734,0.9459977606731649,0.3475752902584489,0.6614286712797586,-0.1604944151802239,-0.32098883036044756,26.6944,1.2669977606731648,0.668575290258449,0.9824286712797585,0.16050558481977611,1.11696395524441e-05
60.1115,4.2065,0.3963,4.2065,-0.8747440333393371,-0.8160875541198573,-0.600133316325528,0.19814303109230114,0.3962860621846037,3.8102,1.2710440333393371,1.2123875541198572,0.996433316325528,0.19815696890769885,1.3937815396269926e-05
85.7324,10.7618,0.3656,10.7618,-0.9727990092655259,-0.9660915888320623,-0.414709639559981,0.18280359135405921,0.36560718270812015,10.396199999999999,1.3383990092655258,1.3316915888320622,0.780309639559981,0.18279640864594077,7.18270812016808e-06
75.543,94.7041,0.259,94.7041,0.4406479873246646,-0.9257859797276929,-0.30652874995528034,0.12950926716902023,0.2590185343380521,94.4451,0.18164798732466458,1.184785979727693,0.5655287499552804,0.12949073283097978,1.8534338052100807e-05
14.6529,16.0667,-1.6291,16.0667,-0.35109166404099756,0.4412170217255305,-0.9877013690793992,-0.8145525478382305,-1.6291050956764597,17.695800000000002,1.2780083359590024,2.0703170217255304,0.6413986309206008,0.8145474521617695,5.095676459676568e-06
42.2377,25.0217,-1.9577,25.0217,-0.11081317677567304,-0.5660616545876573,-0.9980312629607372,-0.9788686559268607,-1.9577373118537205,26.9794,1.846886823224327,1.3916383454123427,0.9596687370392628,0.9788313440731393,3.7311853720467525e-05
20.1386,14.7402,-1.0896,14.7402,0.8236192273744926,0.138507551965346,-0.7737790065858786,-0.5447805497761702,-1.0895610995523421,15.829799999999999,1.9132192273744923,1.228107551965346,0.3158209934141213,0.5448194502238297,3.890044765775258e-05
31.0761,31.5764,-0.6581,31.5764,0.1597856054190004,-0.2905928640982146,-0.4796887917946713,-0.3290409257840906,-0.6580818515681846,32.2345,0.8178856054190005,0.3675071359017854,0.17841120820532874,0.3290590742159094,1.814843181546788e-05
38.4023,5.6134,1.0139,5.6134,-0.6208176918421473,-0.4851412560102712,0.9804967851903841,0.5069467118697287,1.0138934237394595,4.599500000000001,1.6347176918421473,1.4990412560102713,0.033403214809615944,0.5069532881302713,6.5762605405694785e-06
52.2783,38.3565,1.431,38.3565,0.6110514273223551,-0.7277178601899525,0.9768980424841732,0.7155102280838525,1.431020456167705,36.9255,0.819948572677645,2.1587178601899524,0.4541019575158268,0.7154897719161476,2.0456167704852035e-05
53.0283,82.6922,0.3929,82.6922,0.8472522850220531,-0.737413578240061,0.9836227045512029,0.19642512283763358,0.3928502456752786,82.2993,0.45435228502205305,1.130313578240061,0.5907227045512029,0.19647487716236645,4.975432472142938e-05
37.7209,16.0332,-0.0413,16.0332,-0.3195331162076725,-0.46940929028570627,0.29881299252650756,-0.02064428169685617,-0.041288563393712396,16.0745,0.2782331162076725,0.42810929028570627,0.34011299252650756,0.020655718303143833,1.143660628760701e-05
78.1735,82.5051,0.4868,82.5051,0.7336589266447351,-0.9381812664902346,0.9283716975899917,0.24338877705604112,0.4867775541120949,82.0183,0.24685892664473508,1.4249812664902346,0.4415716975899917,0.2434112229439589,2.2445887905120365e-05
96.3285,3.6331,-1.5389,3.6331,-0.4719553342817125,-0.9895600562371484,-0.9998304170220567,-0.7694638390894107,-1.5389276781788204,5.172000000000001,1.0669446657182875,0.5493399437628516,0.5390695829779433,0.7694361609105892,2.7678178820433885e-05
20.7653,92.9655,0.5355,92.9655,-0.9586669687040318,0.10809769221696297,-0.05640108692583288,0.26776975873993275,0.5355395174798719,92.43,1.4941669687040318,0.427402307783037,0.5919010869258329,0.2677302412600672,3.951747987196441e-05
52.102,66.7683,-1.3516,66.7683,-0.7137615480880299,-0.7253967971996322,-0.8632450138808533,-0.6758074913120543,-1.3516149826241026,68.1199,0.63783845191197,0.6262032028003677,0.48835498611914663,0.6757925086879456,1.4982624102710673e-05
69.0135,50.2,-0.2023,50.2,-0.06543566986070695,-0.8878767551416172,-0.03604810975308754,-0.10114674706591982,-0.20229349413183964,50.402300000000004,0.13686433013929306,0.6855767551416172,0.16625189024691248,0.10115325293408019,6.505868160366912e-06
94.3696,45.8303,-0.0665,45.8303,0.9618236806668181,-0.9863904193481338,-0.9879518462341884,-0.03325617565798644,-0.06651235131597022,45.8968,1.0283236806668181,0.9198904193481338,0.9214518462341884,0.03324382434201356,1.2351315970215992e-05
6.8359,24.3706,0.7595,24.3706,-0.6904719043031295,0.9388945545879793,0.9674256549331084,0.37976332747687225,0.7595266549537453,23.6111,1.4499719043031294,0.17939455458797937,0.20792565493310844,0.3797366725231277,2.6654953745319787e-05
76.8079,65.6688,-1.8832,65.6688,0.2999552326100904,-0.9319357202602847,-0.9897178538303462,-0.9415978914462728,-1.8831957828925519,67.552,2.1831552326100905,0.9512642797397153,0.8934821461696538,0.9416021085537272,4.217107448134527e-06
76.0086,60.992,-0.3047,60.992,-0.964022063341732,-0.9280913904335314,0.6375880053673766,-0.1523628901603672,-0.30472578032073194,61.296699999999994,0.659322063341732,0.6233913904335313,0.9422880053673766,0.15233710983963283,2.5780320731916273e-05
88.9761,71.8054,-1.5256,71.8054,0.43607368395522966,-0.9750120196917945,-0.9941672410074532,-0.7627930659203995,-1.525586131840811,73.331,1.9616736839552298,0.5505879803082055,0.5314327589925468,0.7628069340796005,1.3868159189023288e-05
11.6479,21.2849,1.2092,21.2849,0.6489842534068665,0.6338082076345617,0.21063260648818655,0.6045895605837461,1.2091791211674923,20.0757,0.5602157465931336,0.5753917923654384,0.9985673935118136,0.6046104394162539,2.0878832507786882e-05
44.6,23.2883,-0.313,23.2883,-0.9627922866014514,-0.6100638770705262,0.6283641555053655,-0.15651473919340675,-0.3130294783868136,23.6013,0.6497922866014514,0.2970638770705262,0.9413641555053656,0.15648526080659325,2.947838681360837e-05
55.0718,77.366,0.7699,77.366,0.9222328403967386,-0.7624202275259457,0.2984339638390731,0.3849306502481408,0.7698613004962753,76.59609999999999,0.15233284039673856,1.5323202275259458,0.4714660361609269,0.3849693497518592,3.869950372470399e-05
35.2294,88.2667,-1.1885,88.2667,0.29753120156497587,-0.40802368666203576,-0.361405752682635,-0.5942692388218287,-1.1885384776436574,89.4552,1.4860312015649757,0.7804763133379642,0.8270942473173649,0.5942307611781712,3.8477643657497396e-05
11.8935,28.3752,1.2401,28.3752,-0.10069516980459504,0.6175316602959132,0.698813012072812,0.6200657816266515,1.2401315632532999,27.1351,1.340795169804595,0.6225683397040868,0.541286987927188,0.6200342183733485,3.156325329989329e-05
73.7531,30.8351,-1.6674,30.8351,-0.548715115926147,-0.9164554863701739,-0.8744481784441628,-0.8337011752180288,-1.667402350436058,32.5025,1.118684884073853,0.7509445136298261,0.7929518215558372,0.8336988247819712,2.3504360580073325e-06
