x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals
30.4812,829238134.9701737,30.4812,7481.3543808492,3590318.7200407195,5107.91118613324,5393.023833762391,808652403.2505093,808646460.3402799,808647358.9626334,809020088.0389656,808651852.0890981,1044564663.5617579,812556509.8719829,838814612.5481409,829238104.4889737,829230653.6157929,825647816.250133,829233027.0589876,829232741.94634,20585731.719664454,20591674.62989378,20590776.007540345,20218046.931208134,20586282.88107562,215326528.5915842,16681625.098190784,9576477.577967167
79.6254,258106250191.69232,79.6254,79430318.7367319,16695057148.873045,4863695313.583503,5605152293.009896,257562321561.07553,257559884438.27933,257559890698.85825,257577119744.12012,257547834337.17517,257776353651.7578,257709109298.0908,257944859128.87122,258106250112.06693,258026819872.9556,241411193042.81927,253242554878.10883,252501097898.68243,543928630.6167908,546365753.4129944,546359492.8340759,529130447.5722046,558415854.5171509,329896539.9345093,397140893.601532,161391062.82110596
66.5424,88138749430.51865,66.5424,7660465.506941836,2993456120.842311,124546425.62724817,140225682.2626566,87695202032.86354,87694406304.05008,87694410665.39867,87706751259.17032,87694237346.51094,87924006174.34435,87792827298.42781,88092877841.45514,88138749363.97624,88131088965.0117,85145293309.67633,88014203004.8914,87998523748.256,443547397.6551056,444343126.4685669,444338765.11997986,431998171.34832764,444512084.0077057,214743256.17430115,345922132.0908356,45871589.06350708
77.929,226883877720.7979,77.929,58871387.002489805,13538126530.7714,3024042369.8136253,3474530322.967118,226331339247.43576,226329208184.67996,226329214179.68002,226346359006.6868,226321143428.7185,226548125777.98734,226474093149.13943,226734297017.3741,226883877642.86893,226825006333.7954,213345751190.02652,223859835350.98428,223409347397.83078,552538473.3621521,554669536.1179504,554663541.1178894,537518714.1111145,562734292.0794067,335751942.8105774,409784571.6584778,149580703.4237976
59.7261,46165542054.47087,59.7261,2199592.887017361,1097148622.98814,18453657.27457412,20525970.41559379,45841320713.529915,45840915492.7479,45840919000.22883,45849407133.61361,45841085548.40842,46073639347.53902,45909351337.64444,46164707955.01029,46165541994.744774,46163342461.583855,45068393431.48273,46147088397.1963,46145016084.055275,324221340.9409561,324626561.72296906,324623054.24204254,316134920.85726166,324456506.0624542,91902706.93185425,256190716.82643127,834099.4605789185
21.4558,102328477.76236424,21.4558,1094.4302879571728,259450.28320514728,407.6079271861874,423.49372996031616,98281328.08646864,98280698.14978173,98281137.04533538,98340294.92605658,98281243.05226615,334241484.81723315,99030480.335291,104831959.4672029,102328456.30656424,102327383.33207628,102069027.47915909,102328070.15443705,102328054.26863427,4047149.6758956015,4047779.6125825047,4047340.7170288563,3988182.8363076597,4047234.710098088,231913007.0548689,3297997.4270732403,2503481.7048386633
98.123,901724014571.9324,98.123,1957964214.822534,133805372226.79636,865613502745.5527,1031003475946.7148,902434481251.6598,902425534496.6803,902425544026.6804,902408365478.6635,901766848322.8988,902589929017.8374,902465374185.7626,902026036239.0448,901724014473.8093,899766050357.1099,767918642345.136,36110511826.37964,129279461374.78247,710466679.727417,701519924.7479248,701529454.7480469,684350906.7310791,42833750.966430664,865914445.9050293,741359613.8302002,302021667.11242676
84.3471,364418649383.2491,84.3471,181863561.72239453,29381675256.417175,18255468235.2623,21216224136.621677,363960017904.5528,363956528666.3965,363956535696.48267,363972257257.62463,363921503442.271,364164581315.80786,364110195210.4345,364246051500.97345,364418649298.902,364236785821.5267,335036974126.8319,346163181147.9868,343202425246.6274,458631478.69628906,462120716.8526001,462113686.76641846,446392125.6244507,497145940.9780884,254068067.44122314,308454172.8145752,172597882.27563477
56.8495,34361115637.85657,56.8495,1290111.830959685,699096668.284435,8243747.484354093,9122623.79081368,34086351000.938328,34086053339.508324,34086056514.524475,34093059849.344666,34086221381.41768,34319637656.840023,34143126606.348045,34372312651.8274,34361115581.007065,34359825526.025604,33662018969.572132,34352871890.37221,34351993014.065754,274764636.9182396,275062298.3482437,275059123.3320923,268055788.51190186,274894256.43888855,41477981.01654434,217989031.50852203,11197013.970832825
46.9591,10956373733.387611,46.9591,198681.78682882673,127829833.3540122,516286.64004387916,561347.6651683704,10822797915.741776,10822707905.46083,10822710063.658802,10825783775.90273,10822781197.414007,11057953448.983109,10849315848.435799,10982296024.741665,10956373686.42851,10956175051.600782,10828543900.0336,10955857446.747568,10955812385.722443,133575817.64583588,133665827.9267807,133663669.72880936,130589957.48488045,133592535.9736042,101579715.59549713,107057884.95181274,25922291.354053497
14.4815,9907329.221615387,14.4815,225.41766586027822,18345.077392023566,57.779268529022474,59.289676815580485,9282679.963975577,9282640.810016159,9282836.04235841,9289759.676778687,9282659.902127534,245248216.34823042,9395233.370944915,10365216.810048193,9907314.740115387,9907103.803949527,9888984.144223364,9907271.442346858,9907269.931938572,624649.2576398104,624688.4115992282,624493.1792569775,617569.5448367,624669.319487853,235340887.12661505,512095.8506704718,457887.5884328056
96.1598,798916405004.8234,96.1598,1400244105.8388906,108984489720.61696,499444823180.7162,592794722020.2277,799338940738.3047,799331051006.3344,799331060156.8817,799322489723.3676,798894329492.9203,799503901312.178,799404531971.3611,799070780035.1091,798916404908.6636,797516160898.9845,689931915284.2064,299471581824.1072,206121682984.5957,422535733.48132324,414646001.5109863,414655152.0583496,406084718.54418945,22075511.903076172,587496307.3546143,488126966.5377197,154375030.2857666
18.6292,44169941.905611165,18.6292,583.7919652688186,96642.8237330977,184.65781326068287,190.890617423859,42094020.58051478,42093773.07190601,42094101.48979865,42121737.03223178,42093973.22311863,278057644.4985509,42474725.93547369,45552289.97942057,44169923.27641117,44169358.1136459,44073299.081878066,44169757.24779791,44169751.01499374,2075921.3250963837,2076168.833705157,2075840.4158125147,2048204.873379387,2075968.6824925318,233887702.59293973,1695215.970137477,1382348.0738094077
9.5629,854094.6326810943,9.5629,69.0840564541013,1565.5037312942281,14.567707471893884,14.818075911364206,768946.7796486861,768952.589364089,769034.4755204989,769665.3254284258,768939.5348824315,236734932.09258705,783742.9650346711,922787.6536157875,854085.0697810943,854025.5486246402,852529.1289498002,854080.0649736224,854079.814605183,85147.85303240828,85142.04331700539,85060.15716059541,84429.30725266854,85155.09779866284,235880837.45990595,70351.66764642322,68693.02093469317
85.3494,391130163151.83154,85.3494,216617466.94575998,33019673641.883377,24172942797.680088,28143642753.599827,390704055951.55023,390700300339.40106,390700307538.5717,390715285757.504,390656657504.4056,390906222090.1387,390853034630.7918,390961307039.67926,391130163066.4821,390913545684.8858,358110489509.9482,366957220354.1514,362986520398.2317,426107200.28131104,429862812.43048096,429855613.25982666,414877394.32751465,473505647.42596436,223941061.6928711,277128521.0397339,168856112.1522827
13.1837,5681746.406181512,13.1837,165.99868093658043,10199.819888521577,40.16852882610182,41.12336259776612,5283453.375014783,5283437.103203006,5283597.729448697,5287688.283827056,5283438.041019201,241249207.3729269,5354704.847252583,5981732.780840377,5681733.222481512,5681580.407500576,5671546.5862929905,5681706.237652686,5681705.282818914,398293.0311667295,398309.3029785063,398148.6767328158,394058.1223544562,398308.3651623111,235567460.96674538,327041.55892892927,299986.3746588649
7.7535,249433.07733865164,7.7535,44.0630622331948,514.4197932273771,8.775371512377802,8.897455898340741,218336.4486472351,218343.23545647363,218395.59871872363,218559.432817596,218331.46785033043,236184346.8394525,223610.82058419476,275342.9226667929,249425.32383865165,249389.01427641846,248918.65754542427,249424.30196713927,249424.1798827533,31096.628691416525,31089.841882178007,31037.478619928006,30873.644521055627,31101.609488321206,235934913.76211384,25822.256754456874,25909.845328141237
88.1323,473987131165.928,88.1323,351418167.750706,45402759847.061485,52709398258.00923,61672633420.060425,473684557598.7613,473679971472.9592,473679979152.1292,473691886496.2786,473600216384.3089,473879249409.801,473825632308.5091,473845165060.9352,473987131077.79565,473635712998.17725,428584371318.8665,421277732907.91876,412314497745.86755,302573567.166687,307159692.96875,307152013.7987671,295244669.649353,386914781.6190796,107881756.12695312,161498857.41888428,141966104.99279785
46.1866,9922070004.182816,46.1866,171219.49109287997,110685139.42193681,415825.4416670776,451496.37054100627,9797146267.392776,9797065142.1528,9797067229.168219,9799916393.838564,9797132020.529308,10032381769.958504,9821883420.911472,9947847213.58476,9922069957.996216,9921898784.691723,9811384864.76088,9921654178.741148,9921618507.812275,124923736.79003906,125004862.03001595,125002775.01459694,122153610.34425163,124937983.65350723,110311765.77568817,100186583.27134323,25777209.401945114
37.1243,2690348086.951726,37.1243,28899.661572242225,17491611.214047775,32841.36564494398,35087.40248245945,2640736783.404071,2640716188.3090677,2640717529.3984184,2641722073.629245,2640734602.103272,2876517118.8590307,2650306080.034767,2707896464.5170894,2690348049.827426,2690319187.2901535,2672856475.737678,2690315245.586081,2690312999.5492435,49611303.547655106,49631898.64265823,49630557.55330753,48626013.322481155,49613484.848454,186169031.90730476,40042006.91695881,17548377.565363407
28.0133,501155225.6649019,28.0133,4472.214705826346,1866230.8438011478,2558.6252159825253,2689.58827206417,487154765.5541182,487151283.9429233,487152040.6746002,487393288.16359025,487154434.93185335,723089199.025694,489793443.3479977,508255136.0629722,501155197.6516019,501150753.4501961,499288994.8211008,501152667.0396859,501152536.0766299,14000460.110783696,14003941.721978605,14003184.990301728,13761937.50131166,14000790.733048558,221933973.3607921,11361782.316904187,7099910.398070276
95.8652,784368152755.3851,95.8652,1331418260.966553,105649432173.12253,459883090447.02637,545552143354.7668,784751858855.2747,784744118309.1182,784744127403.3895,784736703898.4281,784333560598.1298,784918162045.398,784822006166.8999,784503544329.1835,784368152659.5199,783036734494.4186,678718720582.2626,324485062308.35876,238816009400.61835,383706099.88952637,375965553.7330322,375974648.00439453,368551143.04296875,34592157.255371094,550009290.0128174,453853411.5147705,135391573.79833984
97.0614,844844822331.3666,97.0614,1633535506.3925354,119802975886.45676,642944121982.818,764342095980.485,845393137930.0756,845384776568.8842,845384785892.7382,845372476183.7034,844857261788.657,845553854018.7234,845443754984.5383,845062280272.4008,844844822234.3052,843211286824.974,725041846444.9098,201900700348.54858,80502726350.88159,548315598.7089844,539954237.5175781,539963561.371582,527653852.336792,12439457.290405273,709031687.3568115,598932653.1717529,217457941.0341797
25.0619,258088130.0730388,25.0619,2392.1312082289382,804870.463074995,1119.3063859904667,1170.4262632058371,249717502.2554926,249715788.36800477,249716391.4049364,249851273.90855554,249717322.82238555,485667871.282848,251282983.45733002,262753785.1339982,258088105.0111388,258085737.94183055,257283259.6099638,258087010.7666528,258086959.64677557,8370627.817546189,8372341.705034018,8371738.668102384,8236856.164483249,8370807.250653237,227579741.2098092,6805146.615708768,4665655.060959399
56.3917,32738713995.58005,56.3917,1184604.9585754527,649648867.9062822,7251539.652155618,8018091.825038429,32471570390.780746,32471287400.321064,32471290523.953194,32478070025.84359,32471452494.830364,32704989084.364113,32526647301.968548,32751455422.29215,32738713939.18835,32737529390.621475,32089065127.67377,32731462455.927895,32730695903.755013,267143604.79930496,267426595.25898743,267423471.62685776,260643969.73646164,267261500.7496872,33724911.21593857,212066693.6115036,12741426.712097168
86.0069,409523550711.8605,86.0069,242905391.579902,35626376249.55265,29061553702.453224,33874932984.16202,409122032364.85474,409118092920.97754,409118100232.1575,409132493010.04425,409067720421.5231,409322544082.7049,409269780356.1713,409358704642.5027,409523550625.8536,409280645320.2806,373897174462.3078,380461997009.4072,375648617727.6984,401518347.0057373,405457790.8829346,405450479.7030029,391057701.81622314,455830290.33740234,201006629.1555786,253770355.68914795,164846069.3577881
67.6552,97336166900.2486,67.6552,9372108.700533269,3499184247.6964498,170102573.95712748,191897077.30045092,96874502953.51915,96873620454.58492,96873624964.1558,96886596500.45862,96873288267.44307,97102526185.632,96977131183.3373,97280904528.34242,97336166832.5934,97326794791.54807,93836982652.55214,97166064326.29147,97144269822.94815,461663946.7294464,462546445.66368103,462541936.0927887,449570399.789978,462878632.80552673,233640714.6165924,359035716.91130066,55262371.906173706
81.435,295279052644.1548,81.435,109209014.07532626,20797332432.971268,8074514008.32482,9335506256.47064,294755995291.79535,294753191904.27527,294753198454.4995,294770190809.1039,294734922178.4358,294966731122.83844,294905622962.263,295108797331.619,295279052562.7198,295169843630.07947,274481720211.18353,287204538635.82996,285943546387.68414,523057352.35943604,525860739.8795166,525854189.65527344,508861835.0509033,544130465.7189941,312321521.3163452,373429681.89178467,170255312.5357666
2.1621,188.7476579316496,2.1621,16.510380646115696,3.9182467427296706,1.8324580087587026,1.8395315988166698,102.3434686193233,104.50539802643685,107.01797443643686,102.50211512439314,100.77871824353517,235966121.4327763,112.1277407220049,316.1241820830917,186.5855579316496,172.2372772855339,184.82941118891992,186.9151999228909,186.90812633283292,86.4041893123263,84.24225990521275,81.72968349521274,86.24554280725646,87.96893968811443,235965932.68511838,76.6199172096447,127.37652415144208
42.7609,6259764742.880131,42.7609,88065.00828899548,57101261.47984524,159276.4520064732,171887.25437393485,6168849211.401596,6168799171.635042,6168800957.368711,6170790121.528626,6168842202.752472,6404364503.680713,6186661959.662461,6283524740.608574,6259764700.119231,6259676677.871841,6202663481.400286,6259605466.428124,6259592855.625757,90915531.4785347,90965571.24508858,90963785.5114193,88974621.35150433,90922540.12765884,144599760.80058193,73102783.21766949,23759997.728443146
71.7131,137939802165.69073,71.7131,19464999.244802684,6080858555.63154,530129240.16185415,602392546.7515322,137421352996.61717,137420083799.42732,137420088870.48293,137435197325.98299,137418538472.9148,137645896050.50974,137541785359.47067,137847046317.6207,137939802093.97763,137920337166.44592,131858943610.05919,137409672925.52888,137337409618.93921,518449169.0735626,519718366.2634125,519713295.20780945,504604839.7077484,521263692.77593994,293906115.18099976,398016806.22006226,92755848.07003784
40.5702,4571742859.012702,40.5702,57293.10840581133,36597598.53516364,86225.98391913628,92690.43199351504,4498949172.081882,4498913198.868518,4498914804.239446,4500462566.249335,4498944719.446247,4734591078.43219,4513121771.382836,4593360596.706782,4571742818.442502,4571685565.904296,4535145260.477538,4571656633.028783,4571650168.5807085,72793686.93081951,72829660.14418411,72828054.7732563,71280292.7633667,72798139.56645489,162848219.41948795,58621087.62986565,21617737.694080353
62.9188,63043524754.90706,62.9188,3957044.0380737074,1774394475.864618,45133178.041388735,50487975.01035398,62662708689.84138,62662147701.18303,62662151597.03962,62672412572.632,62662253174.125626,62893625440.11669,62744228567.10588,63024450621.64727,63043524691.98826,63039567710.86899,61269130279.04244,62998391576.86567,62993036779.896706,380816065.06568146,381377053.72402954,381373157.86743927,371112182.27505493,381271580.7814331,149899314.79036713,299296187.801178,19074133.259788513
83.6355,346392072316.4698,83.6355,160597118.2200409,27026606822.9213,14956226807.045938,17359869762.928165,345913762209.8242,345910452317.62024,345910459228.8816,345926606830.5027,345880524796.97894,346119939672.32715,346064328706.47766,346218380443.9637,346392072232.8343,346231475198.24976,319365465493.54846,331435845509.4238,329032202553.5416,478310106.64556885,481619998.84954834,481613087.5881958,465465485.96710205,511547519.4908447,272132644.14263916,327743609.99212646,173691872.50610352
60.4318,49526749700.18137,60.4318,2505546.3566552633,1222231955.5855625,22487211.777679157,25043959.34176673,49190091487.26419,49189655411.85043,49189659003.42108,49198529619.96032,49189819318.09355,49422132434.25483,49261023533.63396,49522331444.901146,49526749639.74957,49524244153.824715,48304517744.59581,49504262488.403694,49501705740.83961,336658212.9171829,337094288.33094025,337090696.76029205,328220080.2210541,336930382.08782196,104617265.92654419,265726166.5474167,4418255.280227661
38.4311,3307859973.212468,38.4311,37509.05938807305,23279823.822217684,47358.968236659595,50715.83242828155,3250188159.183238,3250162560.652739,3250163999.1710863,3251354322.174275,3250185300.009395,3485923453.563924,3261350907.1085443,3327012815.1179485,3307859934.7813683,3307822464.15308,3284580149.3902507,3307812614.2442317,3307809257.3800397,57671814.02923012,57697412.5597291,57695974.041381836,56505651.038193226,57674673.203073025,178063480.3514557,46509066.1039238,19152841.905480385
73.3184,157486033035.39462,73.3184,25942396.34435501,7515386468.381704,831146000.3798572,947147180.3134894,156951055371.5698,156949598282.11816,156949603584.38754,156965430017.73834,156947130955.52844,157173907450.51364,157078062566.5554,157377772045.79016,157486032962.07623,157460090639.05026,149970646567.0129,156654887035.01477,156538885855.08115,534977663.8248291,536434753.27645874,536429451.0070801,520603017.6562805,538902079.8661804,312125584.88098145,407970468.8392334,108260989.60446167
5.0689,21129.504220783136,5.0689,22.712801351987245,70.64411474101689,4.1368124813681515,4.174347411560118,17028.557434580514,17033.56658560325,17054.19143281325,17048.945099561217,17025.700741697412,235983047.11054587,17677.274340507294,24767.641556267463,21124.435320783137,21106.79141943115,21058.86010604212,21125.36740830177,21125.329873371575,4100.946786202621,4095.9376351798855,4075.312787969884,4080.5591212219188,4103.803479085724,235961917.6063251,3452.2298802758414,3638.137335484327
78.8922,244199347357.74823,78.8922,69794134.89373957,15255804633.359901,3960660717.8168297,4558492906.782457,243650500361.24597,243648199751.74902,243648205896.83603,243665431496.75623,243638053897.37372,243865761026.52335,243795691575.5046,244042713702.66608,244199347278.85602,244129553222.8545,228943542724.38834,240238686639.9314,239640854450.96576,548846996.5022583,551147605.9992065,551141460.9122009,533915860.9920044,561293460.3745117,333586331.22488403,403655782.2436218,156633655.08215332
65.3477,79082268346.61674,65.3477,6165377.60494495,2525740904.7133975,89122623.89825754,100128957.63981107,78658920833.71442,78658210184.57338,78658214389.54758,78669869470.55563,78658167577.59549,78888490671.9985,78751183998.42041,79045905026.11366,79082268281.26904,79076102969.0118,76556527441.90335,78993145722.71849,78982139388.97693,423347512.9023285,424058162.0433655,424053957.0691681,412398876.06111145,424100769.0212555,193777674.61824036,331084348.19633484,36363320.503082275
40.9513,4834403941.166462,40.9513,61759.25925683449,39593488.12445561,95940.40364403436,103203.21271548061,4758653900.370313,4758615752.439824,4758617388.497496,4760236248.81119,4758649082.104147,4994276231.547568,4773417923.968582,4856428175.991896,4834403900.215162,4834342181.907206,4794810453.0420065,4834308000.762818,4834300737.953747,75750040.79614925,75788188.72663784,75786552.6689663,74167692.3552723,75754859.06231499,159872290.38110638,60986017.19787979,22024234.82543373
12.2051,3600588.658444726,12.2051,131.42316215518832,6381.2981024915125,30.53744114513984,31.20886756757758,3325534.768630317,3325528.98816937,3325665.7475353805,3328306.490240339,3325522.247415075,239291391.99339268,3374431.0523879877,3811837.80793414,3600576.453344726,3600457.2352825706,3594207.3603422344,3600558.1210035807,3600557.4495771583,275053.88981440896,275059.6702753557,274922.9109093454,272282.1682043867,275066.41102965083,235690803.33494794,226157.60605673818,211249.14948941395
58.6533,41421230048.94337,58.6533,1803630.316309936,929286267.5773252,13663724.691348782,15169110.852350272,41115725307.45644,41115363475.30254,41115366856.85885,41123286402.8091,41115536989.24173,41348434433.329216,41179446346.671616,41425361743.441055,41421229990.29007,41419426418.62706,40491943781.36604,41407566324.25202,41406060938.09102,305504741.4869232,305866573.64082336,305863192.08451843,297943646.1342697,305693059.70163727,72795615.614151,241783702.2717514,4131694.4976882935
35.2221,1965169721.3707492,35.2221,19716.259478650092,11378014.066357678,19275.504897050505,20524.079368332088,1925803644.6324096,1925788852.4140127,1925790057.7882411,1926564094.148331,1925802173.5256472,2161636221.2528143,1933359389.440924,1980340757.6210685,1965169686.1486492,1965150005.1112707,1953791707.3043916,1965150445.865852,1965149197.291381,39366076.73833966,39380868.956736565,39379663.58250809,38605627.22241831,39367547.84510207,196466499.88206506,31810331.929825306,15171036.250319242
40.4408,4485309872.02198,40.4408,55849.79008840353,35628238.839249,83156.41864144977,89370.12872583121,4413501584.792348,4413466325.930838,4413467920.948342,4414992068.666214,4413497249.885472,4649149921.240765,4427477266.400004,4506786895.452656,4485309831.581181,4485254022.231892,4449681633.182732,4485226715.603339,4485220501.893254,71808287.22963238,71843546.09114265,71841951.07363796,70317803.3557663,71812622.13650799,163840049.21878433,57832605.6219759,21477023.430675507
86.0884,411852870055.7556,86.0884,246376264.74065647,35962342007.63083,29732666058.445297,34662233263.51122,411454587490.2409,411450624743.2986,411450632068.4228,411464946594.302,411399351147.352,411654889488.7461,411602157100.8493,411688613582.8236,411852869969.66724,411606493791.01495,375890528048.12476,382120203997.3103,377190636792.2444,398282565.5147095,402245312.45703125,402237987.3328247,387923461.4536133,453518908.4036255,197980567.00952148,250712954.90631104,164256472.93200684
18.9538,48946050.6195512,18.9538,627.9612007996291,108813.92137034333,202.235533564715,209.18260315835536,46692914.648051664,46692636.64411007,46692976.936844505,46723325.39541487,46692863.99796343,282656261.1949051,47106594.99767,50434271.025993206,48946031.6657512,48945422.6583504,48837236.698180854,48945848.38401763,48945841.43694804,2253135.9714995325,2253413.975441128,2253073.6827066913,2222725.22413633,2253186.621587768,233710210.57535392,1839455.6218811944,1488220.406442009
